Author short Names;authors;articles
"Mondal, AS; Mukhopadhyay, A; Chattopadhyay, S";"Mondal, Anindita Sarkar; Mukhopadhyay, Anirban; Chattopadhyay, Samiran";Machine learning-driven automatic storage space recommendation for object-based cloud storage system
"Liu, HZ; Yang, LT; Ding, JH; Guo, YM; Yau, SS";"Liu, Huazhong; Yang, Laurence Tianruo; Ding, Jihong; Guo, Yimu; Yau, Stephen S.";Tensor-Train-Based High-Order Dominant Eigen Decomposition for Multimodal Prediction Services
"Kovtun, R; Ha, L; Mendoza, D; Pearson, J";"Kovtun, Roman; Ha, Larry; Mendoza, Daniel; Pearson, John";Influence of Air Pollution on Perioperative Outcomes & Potential for Big Data Driven Discoveries
"Fang, ZX; Shaw, SL; Yang, BS; Santi, P; Tu, W";"Fang, Zhixiang; Shaw, Shih-Lung; Yang, Bisheng; Santi, Paolo; Tu, Wei";Integrated environmental and human observations for smart cities
"Font, LF; Mehta, P; Harmos, P; Schmidt, AJ; Chappel, S; Price, KM; Hermans, IF; Ronchese, F; Le Gros, G; Mayer, JU";"Font, Laura Ferrer; Mehta, Palak; Harmos, Phoebe; Schmidt, Alfonso J.; Chappel, Sally; Price, Kylie M.; Hermans, Ian F.; Ronchese, Franca; Le Gros, Graham; Mayer, Johannes U.";High dimensional analysis of intestinal immune cells during parasite infection
Masud, JHB;Masud, Jakir Hossain Bhuiyan;Lung diseases and smoking: A systematic analysis of big data in the era of artificial intelligence
"Hakansson, S; Karlander, M; Larsson, D; Mahamud, Z; Garcia-Ptacek, S; Zelezniak, A; Zelano, J";"Hakansson, Samuel; Karlander, Markus; Larsson, David; Mahamud, Zamzam; Garcia-Ptacek, Sara; Zelezniak, Aleksej; Zelano, Johan";Optimizing epilepsy treatment: big data from population-wide registers suggest room for improvement in drug selection
"Dingr, W; Pal, NR; Lin, CT; Cheung, YM; Cao, ZH; Luo, WJ";"Dingr, Weiping; Pal, Nikhil R.; Lin, Chin-Teng; Cheung, Yiu-Ming; Cao, Zehong; Luo, Wenjian";Special Issue on Emerging Computational Intelligence Techniques for Decision Making With Big Data in Uncertain Environments
"Sharif, MZ; Di, NY; Liu, FL";"Sharif, Muhammad Zahid; Di, Nayan; Liu, Fanglin";Monitoring honeybees (Apis spp.) (Hymenoptera: Apidae) in climate-smart agriculture: A review
"Grander, G; da Silva, LF; Gonzalez, EDS";"Grander, Gustavo; da Silva, Luciano Ferreira; Santibanez Gonzalez, Ernesto Del Rosario";Big data as a value generator in decision support systems: a literature review
"Kang, DC; Heo, S; Jang, H; Lee, HJ; Cho, M; Kim, JS";"Kang, Dae-Cheol; Heo, Seoungbeom; Jang, Hyeounji; Lee, Hyeock-Jin; Cho, Minkyoung; Kim, Jik-Soo";MeLoN: Distributed Deep Learning meets the Big Data Platform
Alam, T;Alam, Tanweer;Blockchain cities: the futuristic cities driven by Blockchain, big data and internet of things
Bajorath, J;Bajorath, Jurgen;State-of-the-art of artificial intelligence in medicinal chemistry
"Au-Yong-Oliveira, M; Pesqueira, A; Sousa, MJ; Dal Mas, F; Soliman, M";"Au-Yong-Oliveira, Manuel; Pesqueira, Antonio; Sousa, Maria Jose; Dal Mas, Francesca; Soliman, Mohammad";The Potential of Big Data Research in HealthCare for Medical Doctors' Learning
"Li, M; Zeng, LL; Zhao, L; Yang, RL; An, DZ; Fan, HJ";"Li, Ming; Zeng, Leilei; Zhao, Le; Yang, Renlin; An, Dezhi; Fan, Haiju";Blockchain-Watermarking for Compressive Sensed Images
"Buturache, AN; Stancu, S";"Buturache, Adrian-Nicolae; Stancu, Stelian";The use of artificial neural networks and big data infrastructure for predictive analytics in solar energy
"Mbombo, AB; Cavus, N";"Mbombo, Anne Bakupa; Cavus, Nadire";Smart University: A University In the Technological Age
"Huang, D; Wang, J; Liu, Q; Xiao, N; Wu, HF; Yin, JL";"Huang, Dan; Wang, Jun; Liu, Qing; Xiao, Nong; Wu, Huafeng; Yin, Jiangling";Enhancing Proportional IO Sharing on Containerized Big Data File Systems
"Chen, YT; Sun, EW; Chang, MF; Lin, YB";"Chen, Yi-Ting; Sun, Edward W.; Chang, Ming-Feng; Lin, Yi-Bing";Pragmatic real-time logistics management with traffic IoT infrastructure: Big data predictive analytics of freight travel time for Logistics 4.0
"Xu, W; Hoang, VT";"Xu, Wei; Hoang, Vinh Truong";MapReduce-Based Improved Random Forest Model for Massive Educational Data Processing and Classification
"Indhumathi, K; Kumar, KS";"Indhumathi, K.; Kumar, K. Sathesh";A review on prediction of seasonal diseases based on climate change using big data
"Cech, NB; Medema, MH; Clardy, J";"Cech, Nadja B.; Medema, Marnix H.; Clardy, Jon";Benefiting from big data in natural products: importance of preserving foundational skills and prioritizing data quality
Feldman, MD;Feldman, Michael D.;Editorial Commentary: Big Databases Are Not All Created Equal: Interpret Their Studies With Caution
"Li, SD; Kuo, TH; ul Islam, M; Talha, M; Lone, SA; Wei, SY";"Li Shidong; Kuo, Tsung-Hsien; ul Islam, Misbah; Talha, Muhammad; Lone, Showkat Ahmad; Wei, Siao-Yun";The impact of Sports Activities on Economic Survival, Social Life of Women, and What do Big Data Analysis reveals about Social Life of Sports Women
"Zeng, LB; Guo, X; Yang, C; Lu, Y; Li, X";"Zeng, Lingbin; Guo, Xin; Yang, Cheng; Lu, Yao; Li, Xiao";TagNN: A Code Tag Generation Technology for Resource Retrieval from Open-Source Big Data
"Berno, M; Canil, M; Chiarello, N; Piazzon, L; Berti, F; Ferrari, F; Zaupa, A; Ferro, N; Rossi, M; Susto, GA";"Berno, Michele; Canil, Marco; Chiarello, Nicola; Piazzon, Luca; Berti, Fabio; Ferrari, Francesca; Zaupa, Alessandro; Ferro, Nicola; Rossi, Michele; Susto, Gian Antonio";A Machine Learning-based Approach for Advanced Monitoring of Automated Equipment for the Entertainment Industry
Yu, XQ;Yu, Xuqiao;Big Data Driven Model for New York Taxi Trips Analysis
"Nascimento, N; Alencar, P; Cowan, D";"Nascimento, Nathalia; Alencar, Paulo; Cowan, Donald";An Approach to Support Human-in-the-Loop Big Data Software Development Projects
Gattan, AM;Gattan, Atif M.;A Knowledge Based Analysis on Big Data Analytics in Optimizing Electronic Medical Records in Private Hospitals
"Yoneda, M; Yamamoto, T; Honda, Y; Kobayashi, T; Nogami, A; Iwaki, K; Kessoku, T; Saito, S; Nakajima, A";"Yoneda, Masato; Yamamoto, Takuma; Honda, Yasushi; Kobayashi, Takashi; Nogami, Asako; Iwaki, Keidai; Kessoku, Takaomi; Saito, Satoru; Nakajima, Atsushi";Real-world data of cardiovascular disease in patients with metabolic dysfunction-associated fatty liver disease based on medical claim database in Japan
"Liu, X; Shin, H; Burns, AC";"Liu, Xia; Shin, Hyunju; Burns, Alvin C.";Examining the impact of luxury brand's social media marketing on customer engagement: Using big data analytics and natural language processing
Yang, B;Yang, Bo;Learning Motivations and Learning Behaviors of Sports Majors Based on Big Data
"Scowen, M; Athanasiadis, IN; Bullock, JM; Eigenbrod, F; Willcock, S";"Scowen, Matthew; Athanasiadis, Ioannis N.; Bullock, James M.; Eigenbrod, Felix; Willcock, Simon";The current and future uses of machine learning in ecosystem service research
"Bhattacharya, N; Nelson, CC; Ahuja, G; Sengupta, D";"Bhattacharya, Namrata; Nelson, Colleen C.; Ahuja, Gaurav; Sengupta, Debarka";Big data analytics in single-cell transcriptomics: Five grand opportunities
"Oh, MJ; Roh, MI; Park, SW; Chun, DH; Son, MJ; Lee, JY";"Oh, Min-Jae; Roh, Myung-Il; Park, Sung-Woo; Chun, Do-Hyun; Son, Myeong-Jo; Lee, Jeong-Youl";Operational Analysis of Container Ships by Using Maritime Big Data
"Zhou, YL; Chen, X";"Zhou, Yuanling; Chen, Xin";Simulation of sports big data system based on Markov model and IoT system
"Chen, Q; Wang, J; Kateb, F; Kharabsheh, R";"Chen, Qun; Wang, Jie; Kateb, Faris; Kharabsheh, Radwan";Informationisation construction of pharmacology continuing education - a case study on big data analysis of the aetiology of rheumatoid arthritis
"Hu, WX; Cheng, F";"Hu, Wanxin; Cheng, Fen";Application research of urban subway traffic mode based on behavior entropy in the background of big data
"Rutherford, S; Tso, IF; Taylor, S; Duval, E; Beckmann, C; Ruhe, H; Marquand, A";"Rutherford, Saige; Tso, Ivy F.; Taylor, Stephan; Duval, Elizabeth; Beckmann, Christian; Ruhe, Henricus; Marquand, Andre";Lifespan Normative Modeling of Internalizing & Psychotic Disorders
"Lauer, SA; Brown, AC; Reich, NG";"Lauer, Stephen A.; Brown, Alexandria C.; Reich, Nicholas G.";Infectious Disease Forecasting for Public Health
"Monaghan, J; Steeves, V";"Monaghan, Jeffrey; Steeves, Valerie";Protesting Bill C-51 Reflections on Connective Action against Big Data Surveillance
Xie, YD;Xie, Yadan;Internet Big Data Mining and Research on Intangible Cultural Heritage Activation with Smart Devices
"Shen, JC; Xu, CJ; Ying, Y";"Shen, Jianchao; Xu, Chenjie; Ying, Yue";Construction of intelligent supply chain system of agricultural products based on big data
"Sheng, ML; Saide, S";"Sheng, Margaret L.; Saide, Saide";Supply chain survivability in crisis times through a viable system perspective: Big data, knowledge ambidexterity, and the mediating role of virtual enterprise
"Fathi, M; Kashani, MH; Jameii, SM; Mahdipour, E";"Fathi, Marzieh; Kashani, Mostafa Haghi; Jameii, Seyed Mahdi; Mahdipour, Ebrahim";Big Data Analytics in Weather Forecasting: A Systematic Review (Jun, 10.1007/s11831-021-09616-4, 2021)
"Ren, S; Kim, JS; Cho, WS; Soeng, S; Kong, S; Lee, KH";"Ren, Sothearin; Kim, Jae-Sung; Cho, Wan-Sup; Soeng, Saravit; Kong, Sovanreach; Lee, Kyung-Hee";Big Data Platform for Intelligence Industrial IoT Sensor Monitoring System Based on Edge Computing and AI
"Gao, P; Li, JY; Liu, S";"Gao, Peng; Li, Jingyi; Liu, Shuai";An Introduction to Key Technology in Artificial Intelligence and big Data Driven e-Learning and e-Education
"Zheng, J; Jackson, TW; Fortier, LA; Bonassar, LJ; Delco, ML; Cohen, I";"Zheng, J.; Jackson, T. Wyse; Fortier, L. A.; Bonassar, L. J.; Delco, M. L.; Cohen, I.";USING A BIG DATA APPROACH TO EXPLORE IN SITU CHONDROCYTE RESPONSE TO IMPACT LOADING IN ARTICULAR CARTILAGE
"Kochan, N; Dayanc, E";"Kochan, Necla; Dayanc, Emre";Discovery of subtype specific markers through fuzzy logic and non-parametric approaches using Transcriptomic data in immune related Colon cancer
Cukusic, M;Cukusic, Maja;Contributing to the current research agenda in digital transformation in the context of smart cities
"Khanzadi, P; Majidi, B; Adabi, S; Patra, JC; Movaghar, A";"Khanzadi, Pouria; Majidi, Babak; Adabi, Sepideh; Patra, Jagdish C.; Movaghar, Ali";Robust fuzzy rough set based dimensionality reduction for big multimedia data hashing and unsupervised generative learning
"Kumari, S; Kumar, N; Rana, PS";"Kumari, Sanju; Kumar, Neeraj; Rana, Prashant Singh";BIG DATA ANALYTICS FOR ENERGY CONSUMPTION PREDICTION IN SMART GRID USING GENETIC ALGORITHM AND LONG SHORT TERM MEMORY
"Mosing, M; Brew, B; Gibberd, A; Ericsson, M; Lehto, K; Li, S; Hopper, J";"Mosing, Miriam; Brew, Bronwyn; Gibberd, Alison; Ericsson, Malin; Lehto, Kelli; Li, Shuai; Hopper, John";Addressing challenges in life-course epidemiology: established and novel approaches using big data and twin/family studies
"Goyal, M; Krishnamurthi, R; Yadav, D";"Goyal, Mukta; Krishnamurthi, Rajalakshmi; Yadav, Divakar";Introduction and pedagogies of e-learning systems with intelligent techniques
"Chai, N; Mao, C; Ren, MJ; Zhang, WW; Poovendran, P; Balamurugan, P";"Chai, Ning; Mao, Chun; Ren, Minjie; Zhang, Wenwen; Poovendran, Parthasarathy; Balamurugan, P.";Role of BIC (Big Data, IoT, and Cloud) for Smart Cities
"Liao, SH; Widowati, R; Cheng, CJ";"Liao, Shu-Hsien; Widowati, Retno; Cheng, Chieh-Ju";Investigating Taiwan Instagram users' behaviors for social media and social commerce development
"Mihai, IS; Das, D; Marsalkaite, G; Henriksson, J";"Mihai, Ionut Sebastian; Das, Debojyoti; Marsalkaite, Gabija; Henriksson, Johan";Meta-analysis of gene popularity: a focus on gene-specific biological features
Breznau, N;Breznau, Nate;I Saw You in the Crowd: Credibility, Reproducibility, and Meta-Utility
"Neuman, H; Mehr, R";"Neuman, Hadas; Mehr, Ramit";IgTreeZ: a toolkit for immunoglobulin gene lineage tree analysis
Gong, JH;Gong, Jianhu;Denoising Control Method of Abnormal Signals in Communication Networks Based on Big Data Analysis
"Yang, HC; Bradley, JR";"Yang, Hou-Cheng; Bradley, Jonathan R.";Bayesian inference for big spatial data using non-stationary spectral simulation
"Li, T; Shin, HS; Tsourdos, A";"Li, Teng; Shin, Hyo-Sang; Tsourdos, Antonios";A sample decreasing threshold greedy-based algorithm for big data summarisation
"Alaimo, JT; Saunders, CJ";"Alaimo, Joseph T.; Saunders, Carol J.";Big Data Strikes Again: Future Utilization of the UK Biobank as a Resource for Clinical Laboratories
"Zhang, T; Ji, WX; Qiu, YT";"Zhang, Tao; Ji, Weixi; Qiu, Yongtao";A framework of energy-consumption driven discrete manufacturing system
"Gao, YY; Nan, YQ; Song, SF";"Gao, Yanyan; Nan, Yongqing; Song, Shunfeng";High-speed rail and city tourism: Evidence from Tencent migration big data on two Chinese golden weeks
"Siscel, J; Short, M; Flynn, B";"Siscel, Jordan; Short, Margo; Flynn, Brigid";Understanding ST-Elevation Myocardial Infarction in COVID-19: The Marriage of Bench Work and Big Data
Cai, W;Cai, Wei;DILEMMA AND OUTLET CHOICE OF BIG DATA TELECOM NETWORK FRAUD INVESTIGATION FROM THE PERSPECTIVE OF COGNITIVE IMPAIRMENT
"Zhao, ZL; Wang, HL";"Zhonglong, Zhao; Hongliang, Wang";The Analysis of Internet Commercial Judicial Based on Big Data Alliance and Mining Service Process Model
Wang, X;Wang, Xia;Introducing Cloud Data Technology into Economic Statistics
"Kirstein, F; Bacher, D; Bohlen, V; Schimmler, S";"Kirstein, Fabian; Bacher, Dario; Bohlen, Vincent; Schimmler, Sonja";Ronda: Real-Time Data Provision, Processing and Publication for Open Data
"Gulyaeva, M; Huettmann, F; Shestopalov, A; Okamatsu, M; Matsuno, K; Chu, DH; Sakoda, Y; Glushchenko, A; Milton, E; Bortz, E";"Gulyaeva, Marina; Huettmann, Falk; Shestopalov, Alexander; Okamatsu, Masatoshi; Matsuno, Keita; Chu, Duc-Huy; Sakoda, Yoshihiro; Glushchenko, Alexandra; Milton, Elaina; Bortz, Eric";Data mining and model-predicting a global disease reservoir for low-pathogenic Avian Influenza (AI) in the wider Pacific Rim using big data sets (vol 10, 16817, 2020)
"Zhu, DD; Zhang, HL; Sun, YL; Qi, HJ";"Zhu, Dongdong; Zhang, Honglei; Sun, Yulong; Qi, Haijie";Injury Risk Prediction of Aerobics Athletes Based on Big Data and Computer Vision
"Ghosh, K; Chandran, KS";"Ghosh, Kuntal; Chandran, Keerthi S.";A low-cost device and technique for generating big data in visual psychophysics to train brain models
"Spano, R; Ginesti, G";"Spano, Rosanna; Ginesti, Gianluca";Fostering performance management in healthcare: insights into the role of big data
Stewart, R;Stewart, Remy;Big data and Belmont: On the ethics and research implications of consumer-based datasets
Xing, Y;Xing, Ye;Appreciation and Recommendation Platform of Contemporary British and American Literature Based on Big Data
Stewart, DR;Stewart, Douglas R.;Insights Into Immune-Mediated Disease and Cancer Risk-Delivering on the Promise of UK Biobank Big Data
"Ciampi, F; Demi, S; Magrini, A; Marzi, G; Papa, A";"Ciampi, Francesco; Demi, Stefano; Magrini, Alessandro; Marzi, Giacomo; Papa, Armando";Exploring the impact of big data analytics capabilities on business model innovation: The mediating role of entrepreneurial orientation
"Alkhoury, F; Wegener, D; Sylla, KH; Mock, M";"Alkhoury, Fouad; Wegener, Dennis; Sylla, Karl-Heinz; Mock, Michael";Communication efficient distributed learning of neural networks in Big Data environments using Spark
"Iqbal, W; Malik, WI; Bukhari, F; Almustafa, KM; Nawaz, Z";"Iqbal, Waheed; Malik, Waqas Ilyas; Bukhari, Faisal; Almustafa, Khaled Mohamad; Nawaz, Zubiar";Big Data Full-Text Search Index Minimization Using Text Summarization
Wang, LJ;Wang, Lejie;Improving the performance of precision poverty alleviation based on big data mining and machine learning
"Zhang, SJ; Tong, FJ; Li, MD; Jin, SF; Li, ZX";"Zhang, Shoujing; Tong, Fujiao; Li, Mengdan; Jin, Shoufeng; Li, Zhixiong";Research on Multi-Dimensional Optimal Location Selection of Maintenance Station Based on Big Data of Vehicle Trajectory
"Andronie, M; Lazaroiu, G; Iatagan, M; Hurloiu, I; Dijmarescu, I";"Andronie, Mihai; Lazaroiu, George; Iatagan, Mariana; Hurloiu, Iulian; Dijmarescu, Irina";Sustainable Cyber-Physical Production Systems in Big Data-Driven Smart Urban Economy: A Systematic Literature Review
Gao, N;Gao, Na;Online and Offline Hybrid Teaching Reform of college English Based on Big Data
"Li, HY; Bu, XP; Liu, XJ; Li, X; Li, HW; Liu, FL; Lyu, Q";"Li, Hongyang; Bu, Xiangping; Liu, Xiaojie; Li, Xin; Li, Hongwei; Liu, Fulong; Lyu, Qing";Evaluation and Prediction of Blast Furnace Status Based on Big Data Platform of Ironmaking and Data Mining
Li, DK;Li, Dongkun;Application of artificial intelligence and machine learning based on big data analysis in sustainable agriculture
"Zhao, YJ; Zhao, J; Ding, L; Xie, CC";"Zhao, Yongjun; Zhao, Juan; Ding, Liang; Xie, Congcong";Big Data Energy Consumption Monitoring Technology of Obese Individuals Based on MEMS Sensor
"Arora, SK; Kelley, S; Madhavan, S";"Arora, Sanjay K.; Kelley, Sarah; Madhavan, Sarvothaman";Building a Sample Frame of SMEs Using Patent, Search Engine, and Website Data
"Chang, T; DeJonckheere, M; Vydiswaran, VGV; Li, JZ; Buis, LR; Guetterman, TC";"Chang, Tammy; DeJonckheere, Melissa; Vydiswaran, V. G. Vinod; Li, Jiazhao; Buis, Lorraine R.; Guetterman, Timothy C.";Accelerating Mixed Methods Research With Natural Language Processing of Big Text Data
"Wang, ZY; Zhao, XD; Han, ZH; Luo, L; Xiang, JW; Zheng, SL; Liu, GM; Yu, M; Cui, Y; Shittu, S; Hu, ML";"Wang, Zhangyuan; Zhao, Xudong; Han, Zhonghe; Luo, Liang; Xiang, Jinwei; Zheng, Senglin; Liu, Guangming; Yu, Min; Cui, Yu; Shittu, Samson; Hu, Menglong";Advanced big-data/machine-learning techniques for optimization and performance enhancement of the heat pipe technology-A review and prospective study
"Li, LZ; Zhang, J";"Li, Linze; Zhang, Jun";Research and Analysis of an Enterprise E-Commerce Marketing System Under the Big Data Environment
"Ye, LS; Pan, SL; Wang, JY; Wu, JJ; Dong, XY";"Ye, Lisha; Pan, Shan L.; Wang, Jingyuan; Wu, Junjie; Dong, Xiaoying";Big data analytics for sustainable cities: An information triangulation study of hazardous materials transportation
"Unal, F; Almalaq, A; Ekici, S; Glauner, P";"Unal, Fatih; Almalaq, Abdulaziz; Ekici, Sami; Glauner, Patrick";Big Data-Driven Detection of False Data Injection Attacks in Smart Meters
Sun, WH;Sun, Wenhao;Unsupervised Knowledge Discovery in 'Big' Materials Data
"Kallam, S; Patan, R; Ramana, TV; Gandomi, AH";"Kallam, Suresh; Patan, Rizwan; Ramana, Tathapudi V.; Gandomi, Amir H.";Linear Weighted Regression and Energy-Aware Greedy Scheduling for Heterogeneous Big Data
"Kerckhofs, L; Hardies, K; Vandenhaute, ML; Ceustermans, S";"Kerckhofs, Linde; Hardies, Kris; Vandenhaute, Marie-Laure; Ceustermans, Stefanie";Starting Your Career at an Accounting Firm: The Role of Personality in Explaining Career Starts
"Cui, QM; Zhang, XF; Ni, W; Zhang, P";"Cui, Qimei; Zhang, Xuefei; Ni, Wei; Zhang, Ping";Big data analytics for intelligent management of autonomous vehicles in smart cities
"El Yazidi, A; Azizi, MS; Benlachmi, Y; Hasnaoui, ML";"El Yazidi, Abdelaziz; Azizi, Mohamed Saad; Benlachmi, Yassine; Hasnaoui, Moulay Lahcen";Apache Hadoop-MapReduce on YARN framework latency
"Huang, Q; Li, XW";"Huang, Qian; Li, Xue Wen";Research on the Design of Government Affairs Platform in the Context of Big Data
"Gaye, B; Zhang, DZ; Wulamu, A";"Gaye, Babacar; Zhang, Dezheng; Wulamu, Aziguli";Improvement of Support Vector Machine Algorithm in Big Data Background
"Vu, T; Belussi, A; Migliorini, S; Eldway, A";"Tin Vu; Belussi, Alberto; Migliorini, Sara; Eldway, Ahmed";Using Deep Learning for Big Spatial Data Partitioning
"Srivastava, G; Lin, JCW; Zhang, XY; Li, YF";"Srivastava, Gautam; Lin, Jerry Chun-Wei; Zhang, Xuyun; Li, Yuanfa";Large-Scale High-Utility Sequential Pattern Analytics in Internet of Things
"Khan, IU; Javaid, N; Taylor, CJ; Gamage, KAA; Ma, XD";"Khan, Inam Ullah; Javaid, Nadeem; Taylor, C. James; Gamage, Kelum A. A.; Ma, Xiandong";Big Data Analytics for Electricity Theft Detection in Smart Grids
Dong, XH;Dong, Xuhui;Prediction of College Employment Rate Based on Big Data Analysis
Benyera, E;Benyera, Everisto;The Fourth Industrial Revolution and the Recolonisation of Africa The Coloniality of Data Foreword
"Axiotis, E; Kontogiannis, A; Kalpoutzakis, E; Giannakopoulos, G";"Axiotis, E.; Kontogiannis, A.; Kalpoutzakis, E.; Giannakopoulos, G.";Artificial Intelligence in the Deployment of Complex tasks in Pharmacology. A case of Big Data challenges in Ethnopharmacology
"Lorscheider, J; Signori, A; Subramaniam, S; Vukusic, S; Trojano, M; Iaffaldano, P; Hillert, J; Hyde, R; Pellegrini, F; Magyari, M; Sorensen, PS; Spelman, T; Van der Walt, A; Kalincik, T; Gray, O; Horakova, D; Butzkueven, H";"Lorscheider, J.; Signori, A.; Subramaniam, S.; Vukusic, S.; Trojano, M.; Iaffaldano, P.; Hillert, J.; Hyde, R.; Pellegrini, F.; Magyari, M.; Sorensen, P. S.; Spelman, T.; Van der Walt, A.; Kalincik, T.; Gray, O.; Horakova, D.; Butzkueven, H.";Disease modifying treatment ameliorates disability worsening in patients with aggressive PPMS: results from the Big MS Data network
"Boone, T; Ganeshan, R; Jain, A; Sanders, NR";"Boone, Tonya; Ganeshan, Ram; Jain, Aditya; Sanders, Nada R.";Forecasting sales in the supply chain: Consumer analytics in the big data era (vol 35, pg 170, 2019)
"Matej, Z; Skovhede, K; Johnsen, C; Barczyk, A; Weninger, C; Salnikov, A; Vinter, B";"Matej, Z.; Skovhede, K.; Johnsen, C.; Barczyk, A.; Weninger, C.; Salnikov, A.; Vinter, B.";Azimuthal integration and crystallographic algorithms on field-programmable gate arrays
"Al-Rahmi, WM; Alkhalaf, S";"Al-Rahmi, Waleed Mugahed; Alkhalaf, Salem";AN EMPIRICAL INVESTIGATION OF ADOPTION BIG DATA IN HIGHER EDUCATION SUSTAINABILITY
"Dutta, A; Jatoth, C; Gangadharan, GR; Fiore, U";"Dutta, Avik; Jatoth, Chandrashekar; Gangadharan, G. R.; Fiore, Ugo";QoS-aware big service composition using distributed co-evolutionary algorithm
"Hoozemans, J; Peltenburg, J; Nonnemacher, F; Hadnagy, A; Al-Ars, Z; Hofstee, HP";"Hoozemans, Joost; Peltenburg, Johan; Nonnemacher, Fabian; Hadnagy, Akos; Al-Ars, Zaid; Hofstee, H. Peter";FPGA Acceleration for Big Data Analytics: Challenges and Opportunities
"Kamaruddin, S; Ravi, V";"Kamaruddin, Sheikh; Ravi, Vadlamani";Architectures of big data analytics: scaling out data mining algorithms using Hadoop-MapReduce and Spark
"Farboodi, M; Matray, A; Veldkamp, L; Venkateswaran, V";"Farboodi, Maryam; Matray, Adrien; Veldkamp, Laura; Venkateswaran, Venky";Where Has All the Data Gone?
"Gong, ZW; Wei, G; Cai, M; Dong, ZS";"Gong, Zaiwu; Wei, Guo; Cai, Mei; Dong, Zhijie Sasha";Guest editorial to the special issue: Big data analysis and management: climate economics, meteorological hazards and environmental risk
"McKercher, B; Filep, S; Moyle, B";"McKercher, Bob; Filep, Sebastian; Moyle, Brent";Movement in tourism: Time to re-integrate the tourist?
"Shen, QQ; Ying, XD";"Shen, Quanquan; Ying, Xindi";Impact of big data prediction model based on circulation model on public decision of COVID-19 epidemic situation
"Bhattarai, S; Gupta, A; Ali, E; Ali, M; Riad, M; Adhikari, P; Mostafa, JA";"Bhattarai, Sanket; Gupta, Ashish; Ali, Eiman; Ali, Moeez; Riad, Mohamed; Adhikari, Prakash; Mostafa, Jihan A.";Can Big Data and Machine Learning Improve Our Understanding of Acute Respiratory Distress Syndrome?
"Lv, W; Lv, Y; Malikopoulos, AA; Vlahogianni, EI; Wang, FY";"Lv, Weifeng; Lv, Yisheng; Malikopoulos, Andreas A.; Vlahogianni, Eleni, I; Wang, Fei-Yue";Guest Editorial Special Issue on Big Data and AI for Computational Transportation in the Cyber-Physical-Social Space
"Wang, L; Elmstedt, J; Wong, WK; Xu, HQ";"Wang, Lin; Elmstedt, Jake; Wong, Weng Kee; Xu, Hongquan";ORTHOGONAL SUBSAMPLING FOR BIG DATA LINEAR REGRESSION
"Atherton, OE; Sutin, AR; Terracciano, A; Robins, RW";"Atherton, Olivia E.; Sutin, Angelina R.; Terracciano, Antonio; Robins, Richard W.";Stability and Change in the Big Five Personality Traits: Findings From a Longitudinal Study of Mexican-Origin Adults
Lyon, D;Lyon, Deborah;Community engagement strategies are beneficial for understanding barriers to healthcare utilization
Huimin, Y;Huimin, Yao;Research on Parallel Support Vector Machine Based on Spark Big Data Platform
"Thao, TP; Rahman, MS; Bhuiyan, MZA; Kubota, A; Kiyomoto, S; Omote, K";"Tran Phuong Thao; Rahman, Mohammad Shahriar; Bhuiyan, Md Zakirul Alam; Kubota, Ayumu; Kiyomoto, Shinsaku; Omote, Kazumasa";Optimizing Share Size in Efficient and Robust Secret Sharing Scheme for Big Data
"Breymann, W; Bundi, N; Stockinger, K";"Breymann, Wolfgang; Bundi, Nils; Stockinger, Kurt";Contract-driven financial reporting: building automated analytics pipelines with algorithmic contracts, Big Data and Distributed Ledger technology
"Przystupa, K; Beshley, M; Hordiichuk-Bublivska, O; Kyryk, M; Beshley, H; Pyrih, J; Selech, J";"Przystupa, Krzysztof; Beshley, Mykola; Hordiichuk-Bublivska, Olena; Kyryk, Marian; Beshley, Halyna; Pyrih, Julia; Selech, Jaroslaw";Distributed Singular Value Decomposition Method for Fast Data Processing in Recommendation Systems
"Pyda, P; Stefaniak, P; Dudycz, H; Jachnik, B";"Pyda, Pawel; Stefaniak, Pawel; Dudycz, Helena; Jachnik, Bartosz";Development of Big Data Analytics in a Multi-site Enterprise on the Example of Supply Chain Management
"Abualigah, L; Diabat, A; Abd Elaziz, M";"Abualigah, Laith; Diabat, Ali; Abd Elaziz, Mohamed";Intelligent workflow scheduling for Big Data applications in IoT cloud computing environments
"Ang, KLM; Seng, KP";"Ang, Kenneth Li-minn; Seng, Kah Phooi";Biometrics-based Internet of Things and Big data design framework
"Bitelli, G; Mandanici, E";"Bitelli, Gabriele; Mandanici, Emanuele";2nd Edition of Instrumenting Smart City Applications with Big Sensing and Earth Observatory Data: Tools, Methods and Techniques
"Seo, HY; Myung, WJ; Song, GY; Kim, HJ; Park, HY; Ahn, HJ; Paik, CH; Yoo, HJ; Kim, KW; Park, JE";"Seo, Hwo Yeon; Myung, Woo Jae; Song, Gil Young; Kim, Hee Jeong; Park, Hye Yoon; Ahn, Hye Jung; Paik, Chang Hyun; Yoo, Hee Jung; Kim, Ki Woong; Park, Jee Eun";The perceived barrier to visiting psychiatrists in Korea: Findings by text mining analysis on social media big data
de Zulueta, P;de Zulueta, Paquita;Life & Times Special Series Confidentiality, privacy, and general practice: GPDPR and the brave new world of 'big data'
